StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q11,Q12,Q13,Q104,Q63,Q64,Q65,Q66,Q67,Q70,Q74,Q75,Q76,Q77,Q54,Q55,Q56,Q57,Q58,Q78,Q80,Q81,Q82,Q83,Q49,Q50,Q51,Q52,Q53,Q79,Q84,Q85,Q86,Q87,Q91,Q92,Q93,Q94,Q95,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q25,Q88,Q89
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,I am 18 years of age or older.,I have read this consent form in its entirety or had it read to me,I voluntarily consent to participate in this research.,"Before you start, please enter your Prolific ID here:","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 restaurants, which one would be your first choice?","Out of the remaining 9 restaurants, which is your next choice?","Out of the remaining 8 restaurants, which is your next choice?","Out of the remaining 7 restaurants, which is your next choice?","Out of the remaining 6 restaurants, which is your next choice?","Out of the following 10 types of cuisine, select your most favourite one.","Out of the remaining 9 choices, which is your next choice?","Out of the remaining 8 choices, which is your next choice?","Out of the remaining 7 choices, which is your next choice?","Out of the remaining 6 choices, which is your next choice?",What is your nationality?,What is your country of residence?,Which of the following best identifies yours gender?,What is your age?,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your employment status?,What is your income (approximate US $ per annum)?,Which of the following best defines your political view?,Please specify your race/ethnicity:,What is your marital status?,What is your zip code?,Do you own a vehicle?,What type of vehicle do you own?
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID104_TEXT""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID68""}","{""ImportId"":""QID70""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77""}","{""ImportId"":""QID78""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID79""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID84""}","{""ImportId"":""QID49""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID53""}","{""ImportId"":""QID80""}","{""ImportId"":""QID85""}","{""ImportId"":""QID86""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88""}","{""ImportId"":""QID92""}","{""ImportId"":""QID93""}","{""ImportId"":""QID94""}","{""ImportId"":""QID95""}","{""ImportId"":""QID96""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID26_TEXT""}","{""ImportId"":""QID89""}","{""ImportId"":""QID90_TEXT""}"
2019-03-27 12:38:03,2019-03-27 12:45:40,IP Address,73.169.252.53,100,456,True,2019-03-27 12:45:42,R_1CDEkZM51WCUZX2,,,,,46.993896484375,-122.74299621582,anonymous,EN,Yes,Yes,Yes,,"Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","American Cuisine, Rating 5.0★ Distance 3.0 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","Chinese Cuisine, Rating 2.6★ Distance 0.7 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Japanese Cuisine, Rating 4.5★ Distance 0.5 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ Distance 0.4 miles,"Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Japanese Cuisine, Rating 4.5★ Distance 1.1 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ Distance 0.4 miles,"Chinese Cuisine, Rating 3.7★ Distance 0.8 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Italian Cuisine, Rating 5.0★ Distance 4.6 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles","Japanese Cuisine, Rating 3.0★ Distance 0.4 miles",Chinese,Mexican,American,Japanese,Spanish,United States,United States,Female,55-64 years old,"College graduate (B.S., B.A., or other 4-year degree)",Self-employed,"40,001 - 50,000",Conservative,White,Married,98531,Yes,Ford C-Max
2019-03-27 12:54:16,2019-03-27 12:59:25,IP Address,73.139.146.195,100,308,True,2019-03-27 12:59:26,R_5zk2ykHWEcScoet,,,,,25.9971923828125,-80.3258972167969,anonymous,EN,Yes,Yes,Yes,,"Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","Thai Cuisine, Rating 3.7★ Distance 1.4 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","Chinese Cuisine, Rating 2.6★ Distance 0.7 miles","Japanese Cuisine, Rating 4.5★ Distance 0.5 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","Indian Cuisine, Rating 4.7★ Distance 1.3 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles",Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ Distance 0.4 miles,Rating ★ ★ ★ Distance 1.4 miles,"Japanese Cuisine, Rating 4.5★ Distance 1.1 miles","Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles",Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ Distance 0.4 miles,Rating ★ ★ ★ Distance 1.4 miles,"Thai Cuisine, Rating 4.5★ Distance 1.1 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Chinese Cuisine, Rating 3.7★ Distance 0.8 miles","Japanese Cuisine, Rating 3.0★ Distance 0.4 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles",Japanese,Thai,American,Chinese,Spanish,United States,United States,Male,25-34 years old,"Some college, associate degree, no 4-year degree","In full time work, permanent","30,001 - 40,000",Moderate,White,Single (never been married),33027,Yes,Infiniti G35
2019-03-27 13:02:43,2019-03-27 13:19:53,IP Address,67.245.212.31,100,1029,True,2019-03-27 13:20:25,R_3KI9M6pVHYdUe1a,,,,,41.7218017578125,-74.4141006469727,anonymous,EN,Yes,Yes,Yes,,"American Cuisine, Rating 5.0★ Distance 3.0 miles","Italian Cuisine, Rating 4.9★ Distance 3.0 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","Thai Cuisine, Rating 3.7★ Distance 1.4 miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Japanese Cuisine, Rating 4.5★ Distance 0.5 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Thai Cuisine, Rating 5.0★ Distance 2.7 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Japanese Cuisine, Rating 4.5★ Distance 1.1 miles","Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ Distance 0.4 miles,"Italian Cuisine, Rating 5.0★ Distance 4.6 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles","Thai Cuisine, Rating 4.5★ Distance 1.1 miles","Japanese Cuisine, Rating 3.0★ Distance 0.4 miles","American Cuisine, Rating 2.5★ Distance 0.3 miles",American,Japanese,Italian,Thai,Chinese,United States,United States,Male,35-44 years old,High school graduate (Grade 12 or GED certificate),"In full time work, permanent","40,001 - 50,000",Liberal,White,Married,12790,Yes,Honda Civic
2019-03-27 13:20:02,2019-03-27 13:23:31,IP Address,98.235.130.104,100,208,True,2019-03-27 13:23:33,R_2fvoEZD6p9qhc5J,,,,,40.2637939453125,-76.6545028686523,anonymous,EN,Yes,Yes,Yes,,"Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","American Cuisine, Rating 5.0★ Distance 3.0 miles","Chinese Cuisine, Rating 2.6★ Distance 0.7 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","Thai Cuisine, Rating 3.7★ Distance 1.4 miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Japanese Cuisine, Rating 4.5★ Distance 0.5 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","Thai Cuisine, Rating 2.3★ Distance 0.7 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Thai Cuisine, Rating 5.0★ Distance 2.7 miles","Japanese Cuisine, Rating 4.5★ Distance 1.1 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Japanese Cuisine, Rating 4.2★ Distance 1.3 miles","Chinese Cuisine, Rating 3.7★ Distance 0.8 miles","Thai Cuisine, Rating 4.5★ Distance 1.1 miles","Japanese Cuisine, Rating 3.0★ Distance 0.4 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles",Chinese,American,Thai,Japanese,Mexican,United States,United States,Male,45-54 years old,High school graduate (Grade 12 or GED certificate),Self-employed,"40,001 - 50,000",Liberal,White,Single (never been married),17022,Yes,mazda 3
2019-03-27 14:55:55,2019-03-27 14:59:36,IP Address,68.119.43.1,100,220,True,2019-03-27 14:59:38,R_1ihaoqHEOP5tvPj,,,,,35.7532043457031,-81.3264007568359,anonymous,EN,Yes,Yes,Yes,,"Italian Cuisine, Rating 4.9★ Distance 3.0 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","American Cuisine, Rating 5.0★ Distance 3.0 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","Japanese Cuisine, Rating 4.5★ Distance 0.5 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Italian Cuisine, Rating 3.8★ Distance 0.4 miles","Japanese Cuisine, Rating 4.5★ Distance 1.1 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Thai Cuisine, Rating 5.0★ Distance 2.7 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Italian Cuisine, Rating 5.0★ Distance 4.6 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles","Thai Cuisine, Rating 4.5★ Distance 1.1 miles","Chinese Cuisine, Rating 3.7★ Distance 0.8 miles",Italian,Spanish,Mexican,Japanese,American,United States,United States,Female,35-44 years old,"College graduate (B.S., B.A., or other 4-year degree)","In full time work, permanent","30,001 - 40,000",Very liberal,White,Living with a Partner,28601,Yes,Dodge
2019-03-27 14:49:49,2019-03-27 16:05:42,IP Address,139.19.133.233,100,4552,True,2019-03-27 16:05:42,R_24cs8xBQPUmuSRe,,,,,51.2993011474609,9.49099731445313,anonymous,EN,Yes,Yes,Yes,,"Indian Cuisine, Rating 2.2★ Distance 0.2 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","Thai Cuisine, Rating 3.7★ Distance 1.4 miles","Italian Cuisine, Rating 4.9★ Distance 3.0 miles","American Cuisine, Rating 5.0★ Distance 3.0 miles","Indian Cuisine, Rating 4.7★ Distance 1.3 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Thai Cuisine, Rating 2.3★ Distance 0.7 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"Indian Cuisine, Rating 1.2★ Distance 0.1 
 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles","Thai Cuisine, Rating 5.0★ Distance 2.7 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ Distance 0.4 miles,"Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Thai Cuisine, Rating 4.5★ Distance 1.1 miles","American Cuisine, Rating 2.5★ Distance 0.3 miles","American Cuisine, Rating 2.5★ Distance 0.3 miles","Mexican Cuisine,  Rating 1.5★  Distance 0.1 miles",Indian,Mexican,Italian,Thai,American,India,United States,Male,25-34 years old,"College graduate (B.S., B.A., or other 4-year degree)",Student only,"20,001 - 30,000",Prefer not to respond,Prefer not to respond,Married,98007,No,
2019-03-29 11:00:27,2019-03-29 11:04:11,IP Address,71.193.158.212,100,224,True,2019-03-29 11:04:14,R_3oSfEfd4ntV9DeO,,,,,45.6358947753906,-122.515502929688,anonymous,EN,Yes,Yes,Yes,A34930YXVQ8SUT,"American Cuisine, Rating 5.0★ Distance 3.0 miles","Italian Cuisine, Rating 4.9★ Distance 3.0 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","Japanese Cuisine, Rating 4.2★ Distance 0.7miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","Indian Cuisine, Rating 4.7★ Distance 1.3 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ Distance 0.4 miles,"American Cuisine, Rating 4.2★ Distance 0.9 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles","Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","Japanese Cuisine, Rating 4.5★ Distance 1.1 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ Distance 0.4 miles,"Italian Cuisine, Rating 5.0★ Distance 4.6 miles","Chinese Cuisine, Rating 3.7★ Distance 0.8 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles","Japanese Cuisine, Rating 3.0★ Distance 0.4 miles",Italian,American,Chinese,Mexican,Indian,United States,United States,Male,35-44 years old,"College graduate (B.S., B.A., or other 4-year degree)","In full time work, permanent","40,001 - 50,000",Very liberal,White,Single (never been married),98683,Yes,2004 Toyota Corolla
2019-03-29 11:01:23,2019-03-29 11:05:37,IP Address,97.84.162.252,100,253,True,2019-03-29 11:05:37,R_1mkkxcRC6xB6rqE,,,,,43.4098968505859,-84.2266006469727,anonymous,EN,Yes,Yes,Yes,A13T61GJTR2Y9B,"Italian Cuisine, Rating 4.9★ Distance 3.0 miles","Chinese Cuisine, Rating 4.4★ Distance 0.8 miles","American Cuisine, Rating 5.0★ Distance 3.0 miles","Mexican Cuisine, Rating 3.2★ Distance 0.4 miles","Thai Cuisine, Rating 3.7★ Distance 1.4 miles","Chinese Cuisine, Rating 5.0★ Distance 1.5 miles","Indian Cuisine, Rating 4.7★ Distance 1.3 miles","Mexican Cuisine, Rating 3.7★ Distance 0.4 miles","American Cuisine, Rating 4.2★ Distance 0.9miles","Italian Cuisine, Rating 3.8★ Distance 1.4 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ Distance 0.4 miles,"Chinese Cuisine, Rating 4.2★ Distance 1.3 miles","Thai Cuisine, Rating 5.0★ Distance 2.7 miles","Italian Cuisine, Rating 3.8★ Distance 0.4 miles","Mexican Cuisine, Rating 3.7★ Distance 1.4 miles","American Cuisine, Rating 4.2★ Distance 0.9 miles",Rating ★ ★ ★ ★ ★ Distance 1.1 miles,Rating ★ ★ ★ ★ ★ Distance 2.0 miles,Rating ★ ★ ★ ★ Distance 0.7 miles,Rating ★ ★ ★ ★ Distance 0.8 miles,Rating ★ ★ ★ Distance 0.4 miles,"Italian Cuisine, Rating 5.0★ Distance 4.6 miles","Mexican Cuisine, Rating 4.2★ Distance 1.2 miles","Thai Cuisine, Rating 4.5★ Distance 1.1 miles","Chinese Cuisine, Rating 3.7★ Distance 0.8 miles","Japanese Cuisine, Rating 4.2★ Distance 1.3 miles",Italian,Mexican,Chinese,Indian,American,United States,United States,Male,35-44 years old,"Some college, associate degree, no 4-year degree","In full time work, permanent","20,001 - 30,000",Moderate,White,Married,48637,Yes,Chevy Equinox
